Directory,Org/Person Name,Org/Person DBA,Org/Person Sort Name,Org Number,Status,Organization/Person Type,Org/Person Main Category,Listing Type,Employer,Org ID,Listing ID,Listing Comments,Listing Internet Comments,Same As Listing Comments,Listing Category,Listing Address 1,Listing Address 2,Listing Address 3,Listing Zip/Postal Code,Listing City,Listing State/Province,Listing Country,Listing Phone 1,Listing Phone 1 Ext,Listing Fax,Listing Fax Ext,Listing Fax Long Distance,Listing Toll,Listing Toll Ext,Listing Url,Listing Email,Listing Facebook,Listing Twitter,Listing Linked In,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Zip/Postal,Mailing City,Mailing State/Province,Mailing Country,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Org/Person NAICS,Sponsor,Total Employees,Total Part Time Employees,Total Full Time Employees,Joined Date,Began Business Date,Org/Person Group Insurance,Org/Person Effective Date,Org/Person Group Term Date,Org/Person Branch,Org/Person Type of Business,Org/Person Board Approval Date,Org/Person New Member Pkg. Mailed,Org/Person Appeared in Briefs,Org/Person Merchant Services,Org/Person Confirmation Date,Org/Person Main reason for joining,Org/Person Main reason for joining,Org/Person Conf. Date,Org/Person Home Insurance,Org/Person Home Effective Date,Org/Person Home Term Date,Org/Person Esso Account #,Org/Person Auto Insurance,Org/Person Auto Effective Date,Org/Person Auto Term Date,Org/Person Welcome Email Sent,Org/Person FIRM #/name,Org/Person Petro Account #,Org/Person Logo Use,Org/Person Reps,Person/Employee Chair Term,Organization Sector,Organization Business Type,Organization Member Type,Organization Dues Category,Organization Designated Reps,Organization Program(s),Person/Employee Status,Person/Employee Level,Person/Employee Designation,Main Contact Prefix,Main Contact First Name,Main Contact Initial,Main Contact Last Name,Main Contact Suffix,Main Contact Title,Main Contact Position,Main Contact Email,Main Contact Salutation,Main Contact Formal Salutation,Special Offer,Special Offer Expires,Special Offer Begin,Special Offer End,Main Listing Contact Prefix,Main Listing Contact First Name,Main Listing Contact Initial,Main Listing Contact Last Name,Main Listing Contact Suffix,Main Listing Contact Title,Main Listing Contact Position,Main Listing Contact Comments,Main Listing Contact Internet Comments,Main Listing Contact Same As Comments,Main Listing Contact Category,Main Listing Contact Address 1,Main Listing Contact Address 2,Main Listing Contact Address 3,Main Listing Contact Zip/Postal Code,Main Listing Contact City,Main Listing Contact State/Province,Main Listing Contact Country,Main Listing Contact Phone 1,Main Listing Contact Phone 1 Ext,Main Listing Contact Fax,Main Listing Contact Fax Ext,Main Listing Contact Fax Long Distance,Main Listing Contact Toll,Main Listing Contact Toll Ext,Main Listing Contact Url,Main Listing Contact Email,Main Listing Contact Facebook,Main Listing Contact Twitter,Main Listing Contact Linked In,Main Listing Contact Org ID,Main Listing Contact Listing ID,OrgCnt,CatCnt
Temporary Directory,Aerotek,Aerotek,Aerotek,3862,Returning Member - Active,Member,Employment Agencies,Org,,4244,12551,,,Y,Employment Agencies,4510 Rhodes Drive,Unit 735,,N8W 5K5,Windsor,Ontario,Canada,(519) 971-6401,,(519) 256-5696,,N,(866) 565-0421,,http://www.aerotek.com,mverzosa@aerotek.com,,,,4510 Rhodes Drive,Unit 735,,N8W 5K5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,4/8/2014,1/1/1983,,,,,,April 28 2014,Sept 25 2014,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Mr.,Michael,,Verzosa,,Account Manager,DESIGNATED VOTING REP.,mverzosa@aerotek.com,Michael,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
Temporary Directory,Ag-Tronic Control Systems Inc.,Ag-Tronic Control Systems Inc.,Ag-Tronic Control Systems Inc.,5539,Returning Member - Active,Member,Industrial Design,Org,,21625,17606,,,Y,,439 Silver Creek Industrial Dr.,,,N8N 4W2,Lakeshore,Ontario,Canada,(519) 727-0888,,(519) 727-0999,,N,,,http://www.ag-tronic.com,info@ag-tronic.com,,,,439 Silver Creek Industrial Dr.,,,N8N 4W2,Lakeshore,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,4/12/2013,1/1/1991,,,,Parent Company of 5194,,"Feb 28 2011, April 29 2013",March 8 2011,"May/June 2011, July/August 2013",,,Health Insurance,,,,,,,,,,April 30 2013,,,,0,,Service sector,Corporation,General,C (16-50 employees),One,,,,,Mr.,Joseph,,Sleiman,,President,Miscellaneous Rep.,joe@accu-label.com,Joe,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,
Temporary Directory,AIDS Committee of Windsor,AIDS Committee of Windsor,AIDS Committee of Windsor,1592,Active,Member,Associations & Organizations,Org,,708,14179,,,N,,511 Pelissier St.,,,N9A 4L2,Windsor,Ontario,Canada,(519) 973-0222,,(519) 973-7389,,N,(800) 265-4858,,http://www.aidswindsor.org,mbrennan@aidswindsor.org,,,,511 Pelissier St.,,,N9A 4L2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,14,9/9/1994,12/1/1985,16056 - David Seeley,Nov. 1994,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Other,Organization,Non Profit/Charity,One,Group Benefits - Seeley,,,,Mr.,Michael,,Brennan,,Executive Director,DESIGNATED VOTING REP.,mbrennan@aidswindsor.org,,,,N,,,Mr.,Michael,,Brennan,,Executive Director,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,26,
Temporary Directory,Air-Way Aviation Ltd.,Air-Way Aviation Ltd.,Air Way Aviation Ltd.,987,Active,Member,Aircraft Servicing & Handling,Org,,360,10759,,,Y,Aircraft Servicing & Handling,3200 County Road 42,Box 105 Windsor Airport,,N8V 0A1,Windsor,Ontario,Canada,(519) 972-7244,,(519) 972-7744,,N,,,,airway@primus.ca,,,,3200 County Road 42,Box 105 Windsor Airport,,N8V 0A1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,11/15/1990,3/1/1989,49440 - David Seeley,Oct-02,Jun-13,,,,,,,,,,,,,,,,,,,,,,0,,Transportation,Corporation,General,B (6-15 employees),One,,,,,Mr.,Dan,,Sawchuk,,President,DESIGNATED VOTING REP.,airway@primus.ca,Dan,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,
Temporary Directory,Akoustik Engineering Limited,Akoustik Engineering Limited,Akoustik Engineering Limited,13966,Active,Member,Acoustical Engineering,Org,,29835,18344,,,Y,Acoustical Engineering,"10630 Tecumseh Rd. E., Unit 2A",,,N8R 1A8,Windsor,Ontario,Canada,(519) 979-5050,,(800) 241-9149,,N,,,http://www.akoustik.ca,akoustik@akoustik.ca,,,,"10630 Tecumseh Rd. E., Unit 2A",,,N8R 1A8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541330,,5,1,4,12/4/2014,12/23/2009,,,,,,December 15 2014,December 23 2014,,,,"Mktg / Advertising, Networking",,,,,,,,,,December 16 2014,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Dr.,Colin,,Novak,,President,DESIGNATED VOTING REP.,colin@akoustik.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,
Temporary Directory,Albamor Construction and Engineering Ltd.,Albamor Construction and Engineering Ltd.,Albamor Construction and Engineering Ltd.,20,Active,Member,Contractors - General,Org,,4,10761,,,Y,Contractors - General,1190 Walker Road,,,N8Y 2N7,Windsor,Ontario,Canada,(519) 256-8077,,(519) 256-3609,,N,,,,albamor@1micgroup.com,,,,1190 Walker Road,,,N8Y 2N7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,12/1/1976,1/1/1981,,,,,,,,,,,,,,,,,,,,,,,,,0,,Construction,Corporation,General,B (6-15 employees),One,Office Supplies,,,,Mr.,Luigi,,Albano,,President,DESIGNATED VOTING REP.,albamor@1micgroup.com,Luigi,,,N,,,Mr.,Luigi,,Albano,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,29,
Temporary Directory,Aldo's Clothing & Jewellery Ltd.,Aldo's Clothing & Jewellery Ltd.,Aldo's Clothing & Jewellery Ltd.,1727,Active,Member,Clothing & Accessories - Children,Org,,818,10762,,,Y,Children's Home Decor,816 Erie Street East,,,N9A 3Y4,Windsor,Ontario,Canada,(519) 252-6996,,(519) 254-0075,,N,,,http://www.aldos816.com/,aldos816@sympatico.ca,,,,816 Erie Street East,,,N9A 3Y4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,5/19/1995,1/1/1965,,,,,,,,,,,,,,,,,,,,,,,,,1,,Retail - Trade,Corporation,General,A (1-5 employees),One,,,,,Mrs.,Antonia,,Orlando,,Administrator,DESIGNATED VOTING REP.,aldos816@sympatico.ca,Antonia,,,N,,,Mrs.,Antonia,,Orlando,,Administrator,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,30,
Temporary Directory,7299362 Canada Inc.,Alexa Translations,Alexa Translations,11630,Active,Member,Translation Services,Org,,23668,17875,,,Y,,1745 Calderwood Ave.,,,N8W 5T6,Windsor,Ontario,Canada,(877) 452-5224,,(888) 301-0607,,N,(877) 452-5224,,http://www.alexatranslations.com,info@alexatranslations.com,,,,120 Eglinton Ave. East,Suite 500,Attn: Michael,M4P 1E2,Toronto,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,8/14/2012,12/18/2009,,,,,,August 22 2012,August 23 2012,November/December 2012,,,"Marketing/Advertising, Networking",,,,,,,,,,August 24 2012,,,,0,,Communication,Corporation,General,A (1-5 employees),One,,,,,Mr.,Gary,,Kalaci,,President & CEO,DESIGNATED VOTING REP.,gary.kalaci@alexatranslations.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,
Temporary Directory,All Circuits Electric,All Circuits Electric,All Circuits Electric,5798,Active,Member,Electrician,Org,,27956,18217,,,Y,Electrician,,,,,,,,(519) 254-7068,,,,N,,,http://www.allcircuitselectric.ca,info@allcircuitselectric.ca,,,,500 Tecumseh Road East.,PO Box 28081,,N8X 2S2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2/20/2014,1/1/2010,99070 - Seeley,,,,,February 24 2014,,,,,"Discounts, Networking",,,,,,,,,,February 25 2014,,,received,0,,Professional,Sole Proprietor,General,A (1-5 employees),One,Group Benefits - Seeley,,,,Mr.,Devon,,Shepley,,Electrician/Owner,DESIGNATED VOTING REP.,devon@allcircuitselectric.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,
Temporary Directory,AN Windsor MPM Services ULC.,Allegra Marketing - Print - Mail,Allegra Marketing - Print - Mail,607,Active,Member,Printers,Org,,246,11325,,,Y,Printers,1800 Huron Church Road,,,N9C 2L5,Windsor,Ontario,Canada,(519) 971-9952,,519-971-0363,,N,,,http://www.allegra-di.com,prepress@allegraprinting.ca,,,,1800 Huron Church Road,,,N9C 2L5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,10,5/1/1988,11/1/1987,,,,,,,,,,"05/11/2001 Faxed Tanya, TD, verification letter",,,,,,,,,,,,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,,,,,Ms.,Elisa,,Geloso,,Account Manager,DESIGNATED VOTING REP.,elisa@allegraprinting.ca,,,,N,,,Mr.,Joseph,,Haddad,C.A.,President,Miscellaneous Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,33,
Temporary Directory,Jean M. Allen,Jean M. Allen,"Allen, Jean M.",1685,Active,Member,Accountants,Org,,782,10765,,,Y,Accountants,915 Dawson Road,,,N8Y 4A3,Windsor,Ontario,Canada,(519) 944-6744,,(519) 944-8205,,N,,,,jmallen@mnsi.net,,,,915 Dawson Road,,,N8Y 4A3,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1/27/1995,1/27/1995,16049    - J.L. Whiston Fin. Services Lt,Jan-95,,,,,,,,,,,,,,,,,,,,,,,1,,Service sector,Sole Proprietor,General,A (1-5 employees),One,Group Benefits - Whiston,,,,Ms.,Jean,M.,Allen,,President,DESIGNATED VOTING REP.,,Jean,,,N,,,Ms.,Jean,M.,Allen,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,34,
Temporary Directory,All-Risks Insurance Brokers Limited,All-Risks Insurance Brokers Limited,All-Risks Insurance Brokers Limited,5079,Active,Member,Insurance Brokers,Org,,5973,13640,,,Y,Insurance Brokers,1591 Ouellette Avenue,,,N8X 1K5,Windsor,Ontario,Canada,(519) 253-6376,,(519) 253-6379,,N,(855) 552-7467,,http://www.all-risks.com,insure@all-risks.com,,,,1591 Ouellette Avenue,,,N8X 1K5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,32,3/7/2008,3/26/1954,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,C (16-50 employees),2,,,,,Mr.,Paul,,Lemmon,,Partner,DESIGNATED VOTING REP.,pl@all-risks.com,,,,N,,,Mr.,Brian,,Lazarus,,Partner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,35,
Temporary Directory,AlphaKOR Group Inc.,AlphaKOR Group,AlphaKOR Group Inc.,1944,Active,Member,"Computer Networking, Servicing, Solutions",Org,,1015,10769,,,Y,"Computer Networking, Servicing, Solutions",1670 Mercer Street,,,N8X 3P7,Windsor,Ontario,Canada,(519) 944-6009,,(519) 944-6317,,N,,,http://www.alphakor.com,frank@alphakor.com,http://www.facebook.com/pages/AlphaKOR-Group-Inc/294753655450?ref=mf,http://twitter.com/#!/AlphaKOR_Group,,1670 Mercer Street,,,N8X 3P7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,3/21/1996,3/1/1995,,,,,,,,,,,,,,,,,162640,,,,,,,,0,,Retail - Trade,Corporation,General,C (16-50 employees),2,"Fuel Discounts - Esso, Office Supplies",,,,Mr.,Frank,,Abbruzzese,,President,DESIGNATED VOTING REP.,frank@alphakor.com,Frank,,,N,,,Mr.,Frank,,Abbruzzese,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,36,
Temporary Directory,Al's Bin Rentals Ltd.,Al's Bin Rentals Ltd.,Al's Bin Rentals Ltd.,5671,Active,Member,Waste Disposal/Recycling Services,Org,,23598,17788,,,Y,,1891 County Road 42,,,N0R 1A0,Belle River,Ontario,Canada,(519) 728-4444,,,,N,,,http://www.alsbinrentals.ca,alsbinrentals@outlook.com,,,,1891 County Road 42,,,N0R 1A0,Belle River,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2/15/2012,,,,,,,Feb 27 2012,,May/June 2012,,,Discounts,,,,,,,,,,,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Mr.,Alain,,Brochu,,President - Owner,DESIGNATED VOTING REP.,alsbinrentals@outlook.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,
Temporary Directory,Alzheimer Society of Windsor & Essex County,Alzheimer Society of Windsor and Essex County,Alzheimer Society of Windsor and Essex County,2221,Returning Member - Active,Member,Associations & Organizations,Org,,1288,10770,,,Y,Associations & Organizations,2135 Richmond Street,,,N8Y 0A1,Windsor,Ontario,Canada,(519) 974-2220,,(519) 974-9727,,N,,,http://www.alzheimerwindsor.com,generalinformation@aswecare.com,,,,2135 Richmond Street,,,N8Y 0A1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,26,10,1/4/2013,1/1/1983,,,,,Corporation,January 28 2013,,March/April 2013,,,Networking,,,,,,,,,,January 31 2013,,,,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,,,,,Ms.,Sally,,Bennett Olczak,,CEO,DESIGNATED VOTING REP.,sbennett@aswecare.com,Sally,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,
Temporary Directory,Ambassador Movers Ltd.,Ambassador Movers Ltd.,Ambassador Movers Ltd.,3045,Returning Member - Active,Member,Moving & Storage,Org,,3238,11717,,,Y,Moving & Storage,5853 Conc. #5,,,N9V 2Y9,Amherstburg,Ontario,Canada,(519) 734-1777,,(519) 734-6111,,N,,,,amover@cdpwise.net,,,,5853 Conc. #5,,,N9V 2Y9,Amherstburg,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,2/11/2014,9/18/1998,41391 - John Merwin,Aug-00,,,,February 24 2014,N,N,N,N,,,,,,,,,,,February 25 2014,,,,0,,Service sector,Corporation,Associate,A (1-5 employees),,Group Benefits - Merwin,,,,Mrs.,Lynda,,Jones,,Owner Operator,ASSOCIATE REP (non-voting),amover@cdpwise.net,Lynda,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,
Temporary Directory,"AMEC Earth, A division of AMEC America's Ltd.",AMEC Enviroment and Infastructure,AMEC Enviroment and Infastructure,4195,Active,Member,Environmental Engineers,Org,,4700,12875,,,Y,Environmental Engineers,11865 County Road 42,,,N8N 2M1,Tecumseh,Ontario,Canada,(519) 735-2499,,(519) 735-9669,,N,,,http://www.amec.com,curling.ellsworth@amec.com,,http://twitter.com/#!/AMECworldwide,,11865 County Road 42,,,N8N 2M1,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,9/14/2004,1/1/1952,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,,Professional,Corporation,General,B (6-15 employees),One,,,,,Mr.,Curling,,Ellsworth,,Branch Manager,DESIGNATED VOTING REP.,curling.ellsworth@amec.com,Curling,,,N,,,Mr.,Curling,,Ellsworth,,Branch Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,40,
Temporary Directory,Amica at Windsor,Amica at Windsor,Amica at Windsor,5235,Active,Member,Retirement Homes,Org,,6263,13804,,,Y,Retirement Homes,4909 Riverside Drive East,,,N8Y 1B9,Windsor,Ontario,Canada,(519) 948-5500,,(519) 948-1400,,N,,,http://www.amica.ca,l.rufo@amica.ca,,,,4909 Riverside Drive East,,,N8Y 1B9,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,27,36,2/24/2009,3/1/2010,,,,,Corporation,Mar 23/09,,,,,,,,,,,,,,,,,,,0,,Hospitality,Corporation,General,D (51-100 employees),3,,,,,Ms.,Christine,,Melnyk,,General Manager,DESIGNATED VOTING REP.,c.melnyk@amica.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,
Temporary Directory,Quality Homecare Solutions Inc,Amy's Helping Hands,Amy's Helping Hands,5257,Active,Member,Home Health Care,Org,,6298,13825,,,Y,Home Health Care,6566 Hawthorne,,,N8T 1J9,Windsor,Ontario,Canada,(519) 915-4370,,(519) 979-8253,,N,,,http://www.amyshelpinghands.ca,care@amyshelpinghands.ca,,,,6566 Hawthorne,,,N8T 1J9,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,1,4/17/2009,,84314 - David Seeley,Oct-10,Sep-12,,,Apr 27/09,May 12/09,,,,,,,,,,,,,,May 01/09,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Mrs.,Amy,,Szewczuk,,Owner/Operator,DESIGNATED VOTING REP.,amy@amyshelpinghands.ca,,,,N,,,Mrs.,Amy,,Szewczuk,,Owner/Operator,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,42,
Temporary Directory,Anderdon Machine Tool And Manufacturing Inc.,Anderdon Machine Tool And Manufacturing Inc.,Anderdon Machine Tool And Manufacturing Inc.,4795,Active,Member,Manufacturing,Org,,5660,13457,"Manufacture stamping, prog, line or transfer dyes for the Automotive Industry.","Manufacture stamping, prog, line or transfer dyes for the Automotive Industry.",Y,Manufacturing,5170 Ure Street,,,N0R 1L0,Oldcastle,Ontario,Canada,(519) 737-6246,,(519) 737-9871,,N,(866) 648-6246,,http://www.anderdontool.com,sales@anderdontool.com,,,,5170 Ure Street,,,N0R 1L0,Oldcastle,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,34,4/2/2007,1/1/1979,,,,,Corporation,,,,,,Discounts,Directory,,,,,,,,,,,,,0,,Manufacturing,Corporation,General,C (16-50 employees),2,,,,,Mr.,Philip,O.,Gagnon,,Vice-President,DESIGNATED VOTING REP.,PGagnon@anderdontool.com,,,,N,,,Mr.,Philip,D.,Gagnon,,President,,,,,,,,,,,,,,,,,,,,,,,,,,,43,
Temporary Directory,Antoine Greige Salon Inc.,Antoine Greige Salon Inc.,Antoine Greige Salon Inc.,1404,Active,Member,Beauty Salons,Org,,519,10780,,,Y,Beauty Salons,670 Goyeau Street,,,N9A 1H4,Windsor,Ontario,Canada,(519) 256-9331,,(519) 256-6883,,N,,,http://www.antoinegreige.com,info@antoinegreige.com,,,,670 Goyeau Street,,,N9A 1H4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,5/11/1993,1/22/1987,12086 - David Seeley,Aug-93,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,Group Benefits - Seeley,,,,Mr.,Antoine,,Greige,,President,DESIGNATED VOTING REP.,info@antoinegreige.com,Antoine,,,N,,,Mr.,Antoine,,Greige,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,44,
Temporary Directory,1339456 Ontario Ltd.,Antonino's Original Pizza,Antonino's Original Pizza,2963,Active,Member,Restaurants,Org,,3128,11671,,,Y,Restaurants,4310 Howard Avenue,,,N9G 1P4,Windsor,Ontario,Canada,(519) 969-1959,,(519) 972-6791,,N,,,http://www.originalpizza.ca,joe@originalpizza.ca,http://www.facebook.com/OriginalPizza.1959,http://twitter.com/originalpizza59,,4310 Howard Avenue,,,N9G 1P4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,3,11/22/1999,9/1/1999,53393 - David Seeley,April 2000 / October 2003,40135-May 2008,,,,N,N,20685370,N,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,"Group Benefits - Seeley, TD Merchant Services",,,,Mr.,Joe,,Ciaravino,,President,DESIGNATED VOTING REP.,joe@originalpizza.ca,Joe,,,N,,,Mr.,Joe,,Ciaravino,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,45,
Temporary Directory,AON Risk Solutions,AON Risk Solutions,AON Risk Solutions,1842,Active,Member,Insurance Brokers,Org,,914,10781,,,Y,Insurance Brokers,"3200 Deziel Drive, Suite 530",,,N8W 5K8,Windsor,Ontario,Canada,(519) 256-8281,,(519) 256-3256,,N,(866) 710-5886,,http://www.aon.ca,christopher.beneteau@aon.ca,,,,"3200 Deziel Drive, Suite 530",,,N8W 5K8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,10/13/1995,1/1/1900,,,,,,,,,,,,,,,,,,,,,,,,,0,,Finance/Insurance,Corporation,General,B (6-15 employees),2,Office Supplies,,,,Mr.,Christopher,,Beneteau,,Vice President,DESIGNATED VOTING REP.,christopher.beneteau@aon.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,
Temporary Directory,Dynapple Management Corporation,Applebee's,Applebee's,3875,Active Branch,Member,Restaurants,Org,,6861,14020,,,Y,Restaurants,2250 Division Road,,,N8W 3T4,Windsor,Ontario,Canada,(519) 979-7800,,(519) 974-7535,,N,,,http://www.applebeesrestaurants.ca,walkerroad@dynapple.ca,,,,2250 Division Road,,,N8W 3T4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,3/21/2014,,,,,Dues paid by Dynapple 5807,,March 24 2014,,,,,,,,,,,,,,,March 25 2014,,,,0,,Hospitality,Corporation,General,Branch,One,,,,,Ms.,Jennifer,,Lawson,,General Manager,DESIGNATED VOTING REP.,walkerroad@dynapple.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,
Temporary Directory,Dynapple Management Corporation,Applebee's,Applebee's,5807,Active,Member,Restaurants,Org,,28293,18242,,,Y,Restaurants,2187 Huron Church Road,,,N9C 2L8,Windsor,Ontario,Canada,(519) 972-3000,,(519) 972-0007,,N,,,http://www.applebeescanada.com,huronchurch@dynapple.ca,,,,2187 Huron Church Road,,,N9C 2L8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3/21/2014,,,,,Parent company of 3875,,March 24 2014,,,,,"Marketing/Advertising, Networking",,,,,,,,,,March 25 2014,,,,0,,Hospitality,Corporation,General,C (16-50 employees),2,,,,,Ms.,Cara,,Kennedy,,General Manager,DESIGNATED VOTING REP.,huronchurch@dynapple.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,
Temporary Directory,Applied Computer Solutions Inc.,Applied Computer Solutions Inc.,Applied Computer Solutions Inc.,1476,Active,Member,"Computer Networking, Servicing, Solutions",Org,,584,10783,,,Y,"Computer Networking, Servicing, Solutions",3020 St. Etienne  Blvd.,,,N8W 5E6,Windsor,Ontario,Canada,(519) 944-4300,,(519) 944-4247,,N,,,http://www.acs.on.ca,info@acs.on.ca,,,,3020 St. Etienne  Blvd.,,,N8W 5E6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,11/30/1993,4/1/1993,,,,,,,,,,,,,,,,,,,,,,,9938452365,,0,,Service sector,Corporation,General,B (6-15 employees),One,"Fuel Discounts - Petro/Suncor, Office Supplies",,,,Mr.,Alan,,Trojand,,President,DESIGNATED VOTING REP.,atrojand@acs.on.ca,Alan,,,N,,,Mr.,Alan,,Trojand,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,49,
Temporary Directory,Architecttura Inc. Architects,Architecttura Inc. Architects,Architecttura Inc. Architects,3943,Active,Member,Architects,Org,,4395,12631,,,Y,Architects,1361 Ouellette Avenue,Suite 201,,N8X 1J6,Windsor,Ontario,Canada,(519) 258-1390,,(519) 258-2921,,N,,,http://www.architecttura-inc.com,info@architecttura-inc.com,,,,1361 Ouellette Avenue,Suite 201,,N8X 1J6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,10/15/2003,12/20/1993,,,,,,,,,,,,,,,,,,,,,,,,,0,,Professional,Corporation,General,B (6-15 employees),One,,,,,Mr.,Carmen,,Brunone,,Architect,DESIGNATED VOTING REP.,info@architecttura-inc.com,Carmen,,,N,,,Mr.,Carmen,,Brunone,,Architect,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,50,
